,0,1,2,3,4,5,6,7,8
11393,great_pret,critical,complete,3,critical,inconv,problematic,not_recom,not_recom
10685,great_pret,improper,completed,2,critical,inconv,nonprob,not_recom,not_recom
10331,great_pret,less_proper,foster,more,convenient,inconv,problematic,not_recom,not_recom
3332,usual,critical,foster,2,critical,convenient,nonprob,not_recom,not_recom
6611,pretentious,improper,incomplete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
7510,pretentious,critical,incomplete,more,convenient,convenient,slightly_prob,priority,spec_prior
12697,great_pret,very_crit,incomplete,more,convenient,convenient,problematic,priority,spec_prior
9281,great_pret,proper,incomplete,more,critical,inconv,nonprob,not_recom,not_recom
3881,usual,very_crit,completed,more,critical,inconv,nonprob,not_recom,not_recom
9457,great_pret,proper,foster,more,convenient,convenient,problematic,priority,priority
8018,pretentious,very_crit,completed,1,less_conv,convenient,problematic,not_recom,not_recom
1318,usual,less_proper,incomplete,1,less_conv,convenient,slightly_prob,priority,priority
8922,great_pret,proper,completed,2,convenient,inconv,slightly_prob,recommended,priority
7239,pretentious,critical,completed,3,convenient,convenient,slightly_prob,recommended,priority
5820,pretentious,less_proper,incomplete,more,critical,convenient,problematic,recommended,priority
1943,usual,improper,complete,more,critical,inconv,problematic,not_recom,not_recom
11720,great_pret,critical,incomplete,2,convenient,convenient,nonprob,not_recom,not_recom
6901,pretentious,improper,foster,more,critical,convenient,problematic,priority,spec_prior
4514,pretentious,proper,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
8984,great_pret,proper,completed,3,less_conv,convenient,nonprob,not_recom,not_recom
5691,pretentious,less_proper,incomplete,2,less_conv,convenient,slightly_prob,recommended,priority
6155,pretentious,improper,complete,2,critical,inconv,problematic,not_recom,not_recom
1320,usual,less_proper,incomplete,1,less_conv,convenient,problematic,recommended,priority
9556,great_pret,less_proper,complete,1,critical,inconv,problematic,priority,priority
4075,usual,very_crit,incomplete,more,less_conv,convenient,problematic,priority,spec_prior
9237,great_pret,proper,incomplete,more,convenient,convenient,slightly_prob,recommended,priority
7083,pretentious,critical,complete,more,convenient,inconv,nonprob,recommended,spec_prior
808,usual,proper,foster,3,critical,inconv,problematic,priority,priority
11951,great_pret,critical,foster,2,convenient,inconv,problematic,not_recom,not_recom
2587,usual,improper,foster,more,critical,inconv,slightly_prob,priority,priority
2394,usual,improper,foster,1,less_conv,convenient,nonprob,recommended,priority
3388,usual,critical,foster,3,critical,convenient,slightly_prob,priority,spec_prior
12546,great_pret,very_crit,incomplete,1,less_conv,convenient,nonprob,recommended,priority
6626,pretentious,improper,incomplete,3,critical,convenient,nonprob,not_recom,not_recom
9568,great_pret,less_proper,complete,2,convenient,inconv,nonprob,priority,priority
9025,great_pret,proper,completed,more,convenient,convenient,problematic,priority,priority
4594,pretentious,proper,completed,2,convenient,convenient,slightly_prob,priority,priority
9954,great_pret,less_proper,incomplete,1,less_conv,convenient,nonprob,recommended,priority
5500,pretentious,less_proper,completed,2,critical,inconv,nonprob,priority,priority
154,usual,proper,complete,3,critical,inconv,nonprob,priority,priority
11151,great_pret,improper,foster,3,less_conv,inconv,nonprob,recommended,spec_prior
7869,pretentious,very_crit,complete,2,critical,convenient,slightly_prob,recommended,spec_prior
12281,great_pret,very_crit,complete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
4156,usual,very_crit,foster,1,critical,inconv,problematic,priority,spec_prior
4697,pretentious,proper,completed,3,critical,inconv,problematic,not_recom,not_recom
12083,great_pret,critical,foster,more,critical,convenient,slightly_prob,not_recom,not_recom
12085,great_pret,critical,foster,more,critical,convenient,problematic,priority,spec_prior
10067,great_pret,less_proper,incomplete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
8401,pretentious,very_crit,incomplete,more,less_conv,inconv,slightly_prob,priority,spec_prior
5171,pretentious,proper,foster,more,critical,convenient,slightly_prob,not_recom,not_recom
548,usual,proper,incomplete,3,convenient,convenient,problematic,not_recom,not_recom
9288,great_pret,proper,foster,1,convenient,convenient,nonprob,recommended,priority
2559,usual,improper,foster,more,less_conv,convenient,slightly_prob,recommended,priority
4200,usual,very_crit,foster,2,critical,convenient,problematic,recommended,spec_prior
896,usual,less_proper,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
10251,great_pret,less_proper,foster,2,critical,inconv,nonprob,recommended,priority
9430,great_pret,proper,foster,3,less_conv,inconv,problematic,priority,spec_prior
9629,great_pret,less_proper,complete,3,convenient,inconv,problematic,not_recom,not_recom
9019,great_pret,proper,completed,more,convenient,convenient,nonprob,priority,priority
4263,usual,very_crit,foster,3,critical,inconv,problematic,recommended,spec_prior
1070,usual,less_proper,complete,more,critical,convenient,problematic,not_recom,not_recom
12306,great_pret,very_crit,complete,more,critical,inconv,slightly_prob,recommended,spec_prior
6796,pretentious,improper,foster,2,critical,inconv,nonprob,priority,spec_prior
12350,great_pret,very_crit,completed,1,critical,convenient,nonprob,not_recom,not_recom
4759,pretentious,proper,incomplete,1,convenient,convenient,problematic,priority,priority
4923,pretentious,proper,incomplete,more,convenient,inconv,nonprob,recommended,priority
2037,usual,improper,completed,2,critical,convenient,slightly_prob,recommended,priority
2709,usual,critical,complete,3,convenient,inconv,nonprob,recommended,priority
9260,great_pret,proper,incomplete,more,less_conv,convenient,problematic,not_recom,not_recom
4591,pretentious,proper,completed,2,convenient,convenient,nonprob,priority,priority
11768,great_pret,critical,incomplete,2,critical,inconv,slightly_prob,not_recom,not_recom
4218,usual,very_crit,foster,3,convenient,convenient,problematic,recommended,spec_prior
6373,pretentious,improper,completed,3,convenient,convenient,nonprob,priority,priority
7726,pretentious,critical,foster,more,convenient,convenient,slightly_prob,priority,spec_prior
6236,pretentious,improper,complete,more,less_conv,convenient,problematic,not_recom,not_recom
11853,great_pret,critical,incomplete,more,less_conv,inconv,nonprob,recommended,spec_prior
12565,great_pret,very_crit,incomplete,1,critical,convenient,nonprob,priority,spec_prior
1372,usual,less_proper,incomplete,2,less_conv,convenient,slightly_prob,priority,priority
11845,great_pret,critical,incomplete,more,less_conv,convenient,nonprob,priority,spec_prior
771,usual,proper,foster,3,convenient,inconv,problematic,recommended,priority
3778,usual,very_crit,completed,2,critical,inconv,problematic,priority,spec_prior
674,usual,proper,foster,1,less_conv,convenient,problematic,not_recom,not_recom
11700,great_pret,critical,incomplete,1,critical,convenient,nonprob,recommended,spec_prior
10081,great_pret,less_proper,incomplete,3,critical,convenient,nonprob,priority,spec_prior
10676,great_pret,improper,completed,2,critical,convenient,nonprob,not_recom,not_recom
3141,usual,critical,incomplete,3,convenient,inconv,nonprob,recommended,priority
4005,usual,very_crit,incomplete,3,convenient,inconv,nonprob,recommended,spec_prior
1552,usual,less_proper,foster,1,critical,convenient,slightly_prob,priority,priority
6310,pretentious,improper,completed,1,critical,inconv,nonprob,priority,spec_prior
3558,usual,very_crit,complete,2,critical,inconv,slightly_prob,recommended,spec_prior
12779,great_pret,very_crit,foster,1,less_conv,inconv,problematic,not_recom,not_recom
12255,great_pret,very_crit,complete,3,critical,inconv,problematic,recommended,spec_prior
6773,pretentious,improper,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recom
9401,great_pret,proper,foster,3,convenient,convenient,slightly_prob,not_recom,not_recom
10122,great_pret,less_proper,incomplete,more,less_conv,convenient,problematic,recommended,spec_prior
4140,usual,very_crit,foster,1,critical,convenient,nonprob,recommended,spec_prior
10433,great_pret,improper,complete,2,convenient,inconv,nonprob,not_recom,not_recom
1763,usual,improper,complete,1,less_conv,inconv,problematic,not_recom,not_recom
4556,pretentious,proper,completed,1,less_conv,convenient,nonprob,not_recom,not_recom
4342,pretentious,proper,complete,1,less_conv,convenient,slightly_prob,priority,priority
4635,pretentious,proper,completed,2,critical,inconv,nonprob,recommended,priority
5590,pretentious,less_proper,completed,more,less_conv,inconv,nonprob,priority,priority
6552,pretentious,improper,incomplete,2,less_conv,convenient,nonprob,recommended,priority
11163,great_pret,improper,foster,3,critical,convenient,slightly_prob,recommended,spec_prior
7293,pretentious,critical,completed,more,convenient,convenient,slightly_prob,recommended,priority
12387,great_pret,very_crit,completed,2,less_conv,convenient,slightly_prob,recommended,priority
9882,great_pret,less_proper,completed,more,convenient,convenient,nonprob,recommended,priority
506,usual,proper,incomplete,2,less_conv,convenient,nonprob,not_recom,not_recom
4399,pretentious,proper,complete,2,less_conv,convenient,problematic,priority,priority
11673,great_pret,critical,incomplete,1,convenient,inconv,nonprob,recommended,priority
3869,usual,very_crit,completed,more,less_conv,inconv,problematic,not_recom,not_recom
3326,usual,critical,foster,2,less_conv,inconv,slightly_prob,not_recom,not_recom
7378,pretentious,critical,incomplete,1,less_conv,inconv,problematic,priority,spec_prior
7679,pretentious,critical,foster,3,convenient,inconv,nonprob,not_recom,not_recom
5924,pretentious,less_proper,foster,2,critical,convenient,nonprob,not_recom,not_recom
7833,pretentious,very_crit,complete,2,convenient,convenient,slightly_prob,recommended,priority
7634,pretentious,critical,foster,2,less_conv,convenient,nonprob,not_recom,not_recom
3708,usual,very_crit,completed,1,critical,convenient,nonprob,recommended,spec_prior
6509,pretentious,improper,incomplete,1,less_conv,inconv,nonprob,not_recom,not_recom
2682,usual,critical,complete,2,critical,convenient,nonprob,recommended,priority
4802,pretentious,proper,incomplete,1,critical,inconv,slightly_prob,not_recom,not_recom
8395,pretentious,very_crit,incomplete,more,less_conv,convenient,problematic,priority,spec_prior
3824,usual,very_crit,completed,3,critical,convenient,problematic,not_recom,not_recom
7872,pretentious,very_crit,complete,2,critical,convenient,problematic,recommended,spec_prior
11325,great_pret,critical,complete,2,critical,convenient,slightly_prob,recommended,spec_prior
11498,great_pret,critical,completed,1,critical,inconv,slightly_prob,not_recom,not_recom
8367,pretentious,very_crit,incomplete,3,critical,inconv,problematic,recommended,spec_prior
7910,pretentious,very_crit,complete,3,less_conv,convenient,problematic,not_recom,not_recom
2835,usual,critical,completed,1,less_conv,inconv,nonprob,recommended,priority
6966,pretentious,critical,complete,2,convenient,convenient,nonprob,recommended,priority
5443,pretentious,less_proper,completed,1,critical,convenient,problematic,priority,priority
3288,usual,critical,foster,1,critical,inconv,slightly_prob,recommended,priority
12934,great_pret,very_crit,foster,more,less_conv,inconv,nonprob,priority,spec_prior
9387,great_pret,proper,foster,2,critical,inconv,nonprob,recommended,priority
2643,usual,critical,complete,1,critical,inconv,problematic,recommended,priority
5037,pretentious,proper,foster,2,convenient,inconv,problematic,recommended,priority
4803,pretentious,proper,incomplete,1,critical,inconv,problematic,recommended,priority
8171,pretentious,very_crit,completed,more,convenient,inconv,problematic,not_recom,not_recom
9796,great_pret,less_proper,completed,2,less_conv,convenient,slightly_prob,priority,priority
6762,pretentious,improper,foster,2,convenient,inconv,slightly_prob,recommended,priority
2019,usual,improper,completed,2,less_conv,convenient,slightly_prob,recommended,very_recom
7230,pretentious,critical,completed,2,critical,inconv,slightly_prob,recommended,spec_prior
7496,pretentious,critical,incomplete,3,critical,convenient,problematic,not_recom,not_recom
9532,great_pret,less_proper,complete,1,less_conv,inconv,nonprob,priority,priority
6208,pretentious,improper,complete,3,critical,inconv,problematic,priority,spec_prior
9708,great_pret,less_proper,complete,more,critical,convenient,problematic,recommended,spec_prior
249,usual,proper,completed,1,less_conv,inconv,problematic,recommended,priority
6419,pretentious,improper,completed,3,critical,inconv,nonprob,not_recom,not_recom
8957,great_pret,proper,completed,2,critical,inconv,nonprob,not_recom,not_recom
10052,great_pret,less_proper,incomplete,3,convenient,convenient,problematic,not_recom,not_recom
11742,great_pret,critical,incomplete,2,less_conv,convenient,problematic,recommended,spec_prior
4797,pretentious,proper,incomplete,1,critical,inconv,nonprob,recommended,priority
6074,pretentious,improper,complete,1,less_conv,convenient,problematic,not_recom,not_recom
5162,pretentious,proper,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recom
6708,pretentious,improper,foster,1,convenient,inconv,slightly_prob,recommended,priority
2071,usual,improper,completed,3,less_conv,convenient,nonprob,priority,priority
10114,great_pret,less_proper,incomplete,more,convenient,inconv,problematic,priority,spec_prior
8314,pretentious,very_crit,incomplete,2,critical,inconv,problematic,priority,spec_prior
9826,great_pret,less_proper,completed,2,critical,inconv,problematic,priority,spec_prior
6412,pretentious,improper,completed,3,critical,convenient,slightly_prob,priority,spec_prior
188,usual,proper,complete,more,less_conv,convenient,problematic,not_recom,not_recom
1029,usual,less_proper,complete,more,convenient,convenient,slightly_prob,recommended,very_recom
3657,usual,very_crit,complete,more,critical,convenient,slightly_prob,recommended,spec_prior
12004,great_pret,critical,foster,3,convenient,inconv,problematic,priority,spec_prior
1990,usual,improper,completed,1,critical,inconv,nonprob,priority,priority
8707,great_pret,proper,complete,2,convenient,inconv,slightly_prob,priority,priority
5988,pretentious,less_proper,foster,3,critical,inconv,slightly_prob,recommended,priority
5082,pretentious,proper,foster,3,convenient,convenient,problematic,recommended,priority
998,usual,less_proper,complete,3,less_conv,convenient,problematic,not_recom,not_recom
6871,pretentious,improper,foster,more,convenient,inconv,slightly_prob,priority,spec_prior
6875,pretentious,improper,foster,more,convenient,inconv,problematic,not_recom,not_recom
12299,great_pret,very_crit,complete,more,critical,convenient,slightly_prob,not_recom,not_recom
4251,usual,very_crit,foster,3,critical,convenient,slightly_prob,recommended,spec_prior
4889,pretentious,proper,incomplete,3,less_conv,inconv,nonprob,not_recom,not_recom
7233,pretentious,critical,completed,2,critical,inconv,problematic,recommended,spec_prior
8049,pretentious,very_crit,completed,2,convenient,convenient,slightly_prob,recommended,priority
2978,usual,critical,completed,more,convenient,convenient,problematic,not_recom,not_recom
5380,pretentious,less_proper,complete,more,less_conv,inconv,problematic,priority,priority
12516,great_pret,very_crit,completed,more,critical,convenient,problematic,recommended,spec_prior
10490,great_pret,improper,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
54,usual,proper,complete,2,convenient,convenient,nonprob,recommended,very_recom
11239,great_pret,critical,complete,1,convenient,convenient,problematic,priority,priority
9490,great_pret,proper,foster,more,critical,convenient,slightly_prob,priority,spec_prior
1657,usual,less_proper,foster,3,critical,convenient,nonprob,priority,priority
10386,great_pret,improper,complete,1,less_conv,convenient,nonprob,recommended,priority
2000,usual,improper,completed,2,convenient,convenient,nonprob,not_recom,not_recom
7052,pretentious,critical,complete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
10276,great_pret,less_proper,foster,3,convenient,inconv,problematic,priority,spec_prior
6719,pretentious,improper,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom
4343,pretentious,proper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
510,usual,proper,incomplete,2,less_conv,convenient,problematic,recommended,priority
7123,pretentious,critical,complete,more,critical,inconv,slightly_prob,priority,spec_prior
2512,usual,improper,foster,3,less_conv,inconv,nonprob,priority,priority
3257,usual,critical,foster,1,convenient,inconv,problematic,not_recom,not_recom
2223,usual,improper,incomplete,2,convenient,inconv,nonprob,recommended,priority
936,usual,less_proper,complete,2,less_conv,convenient,nonprob,recommended,very_recom
1749,usual,improper,complete,1,less_conv,convenient,slightly_prob,recommended,very_recom
8274,pretentious,very_crit,incomplete,2,convenient,inconv,slightly_prob,recommended,spec_prior
6259,pretentious,improper,complete,more,critical,inconv,slightly_prob,priority,spec_prior
4186,usual,very_crit,foster,2,less_conv,inconv,nonprob,priority,spec_prior
4256,usual,very_crit,foster,3,critical,convenient,problematic,not_recom,not_recom
11109,great_pret,improper,foster,2,critical,convenient,slightly_prob,recommended,spec_prior
10725,great_pret,improper,completed,3,less_conv,inconv,problematic,recommended,spec_prior
2430,usual,improper,foster,2,convenient,convenient,nonprob,recommended,very_recom
2135,usual,improper,completed,more,less_conv,inconv,nonprob,not_recom,not_recom
3249,usual,critical,foster,1,convenient,inconv,nonprob,recommended,priority
635,usual,proper,incomplete,more,critical,convenient,slightly_prob,not_recom,not_recom
1821,usual,improper,complete,2,critical,convenient,slightly_prob,recommended,priority
11668,great_pret,critical,incomplete,1,convenient,convenient,slightly_prob,priority,spec_prior
7178,pretentious,critical,completed,1,critical,inconv,slightly_prob,not_recom,not_recom
9391,great_pret,proper,foster,2,critical,inconv,slightly_prob,priority,spec_prior
11314,great_pret,critical,complete,2,less_conv,inconv,nonprob,priority,spec_prior
7190,pretentious,critical,completed,2,convenient,convenient,problematic,not_recom,not_recom
85,usual,proper,complete,2,less_conv,inconv,slightly_prob,priority,priority
3933,usual,very_crit,incomplete,1,critical,inconv,nonprob,recommended,spec_prior
3185,usual,critical,incomplete,3,critical,inconv,problematic,not_recom,not_recom
5421,pretentious,less_proper,completed,1,less_conv,convenient,slightly_prob,recommended,very_recom
3814,usual,very_crit,completed,3,less_conv,inconv,problematic,priority,spec_prior
2088,usual,improper,completed,3,critical,convenient,nonprob,recommended,priority
8606,pretentious,very_crit,foster,more,less_conv,convenient,nonprob,not_recom,not_recom
5371,pretentious,less_proper,complete,more,less_conv,convenient,problematic,priority,priority
8689,great_pret,proper,complete,1,critical,inconv,slightly_prob,priority,priority
142,usual,proper,complete,3,less_conv,inconv,problematic,priority,priority
8978,great_pret,proper,completed,3,convenient,inconv,slightly_prob,not_recom,not_recom
1219,usual,less_proper,completed,3,less_conv,inconv,slightly_prob,priority,priority
4304,usual,very_crit,foster,more,critical,convenient,nonprob,not_recom,not_recom
2596,usual,critical,complete,1,convenient,convenient,slightly_prob,priority,priority
12474,great_pret,very_crit,completed,more,convenient,convenient,nonprob,recommended,priority
12123,great_pret,very_crit,complete,1,less_conv,inconv,nonprob,recommended,priority
1603,usual,less_proper,foster,2,critical,convenient,nonprob,priority,priority
6819,pretentious,improper,foster,3,convenient,inconv,problematic,recommended,spec_prior
11618,great_pret,critical,completed,more,convenient,convenient,problematic,not_recom,not_recom
3758,usual,very_crit,completed,2,less_conv,inconv,slightly_prob,not_recom,not_recom
11270,great_pret,critical,complete,1,critical,convenient,nonprob,not_recom,not_recom
1804,usual,improper,complete,2,less_conv,convenient,slightly_prob,priority,priority
2705,usual,critical,complete,3,convenient,convenient,slightly_prob,not_recom,not_recom
7357,pretentious,critical,incomplete,1,convenient,inconv,slightly_prob,priority,spec_prior
8642,great_pret,proper,complete,1,convenient,convenient,nonprob,not_recom,not_recom
11889,great_pret,critical,foster,1,convenient,inconv,nonprob,recommended,spec_prior
3709,usual,very_crit,completed,1,critical,convenient,nonprob,priority,spec_prior
10661,great_pret,improper,completed,2,less_conv,convenient,slightly_prob,not_recom,not_recom
3692,usual,very_crit,completed,1,less_conv,convenient,nonprob,not_recom,not_recom
8991,great_pret,proper,completed,3,less_conv,inconv,nonprob,recommended,priority
11674,great_pret,critical,incomplete,1,convenient,inconv,nonprob,priority,spec_prior
11813,great_pret,critical,incomplete,3,critical,convenient,slightly_prob,not_recom,not_recom
3271,usual,critical,foster,1,less_conv,inconv,slightly_prob,priority,spec_prior
5251,pretentious,less_proper,complete,2,convenient,inconv,slightly_prob,priority,priority
3303,usual,critical,foster,2,convenient,inconv,nonprob,recommended,priority
8287,pretentious,very_crit,incomplete,2,less_conv,convenient,problematic,priority,spec_prior
8809,great_pret,proper,complete,more,convenient,convenient,problematic,priority,priority
2026,usual,improper,completed,2,less_conv,inconv,nonprob,priority,priority
1981,usual,improper,completed,1,critical,convenient,nonprob,priority,priority
1769,usual,improper,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
7957,pretentious,very_crit,complete,more,less_conv,convenient,nonprob,priority,spec_prior
6341,pretentious,improper,completed,2,less_conv,convenient,slightly_prob,not_recom,not_recom
5577,pretentious,less_proper,completed,more,convenient,inconv,problematic,recommended,priority
11092,great_pret,improper,foster,2,less_conv,convenient,slightly_prob,priority,spec_prior
10536,great_pret,improper,complete,more,convenient,convenient,problematic,recommended,spec_prior
6854,pretentious,improper,foster,3,critical,inconv,slightly_prob,not_recom,not_recom
12235,great_pret,very_crit,complete,3,less_conv,inconv,slightly_prob,priority,spec_prior
6532,pretentious,improper,incomplete,1,critical,inconv,problematic,priority,spec_prior
8831,great_pret,proper,complete,more,less_conv,inconv,nonprob,not_recom,not_recom
8913,great_pret,proper,completed,2,convenient,convenient,slightly_prob,recommended,priority
3871,usual,very_crit,completed,more,critical,convenient,nonprob,priority,spec_prior
6256,pretentious,improper,complete,more,critical,inconv,nonprob,priority,spec_prior
3658,usual,very_crit,complete,more,critical,convenient,slightly_prob,priority,spec_prior
2326,usual,improper,incomplete,more,convenient,convenient,slightly_prob,priority,priority
6860,pretentious,improper,foster,more,convenient,convenient,nonprob,not_recom,not_recom
12470,great_pret,very_crit,completed,3,critical,inconv,slightly_prob,not_recom,not_recom
8396,pretentious,very_crit,incomplete,more,less_conv,convenient,problematic,not_recom,not_recom
8734,great_pret,proper,complete,2,critical,convenient,slightly_prob,priority,spec_prior
8473,pretentious,very_crit,foster,1,critical,inconv,slightly_prob,priority,spec_prior
1537,usual,less_proper,foster,1,less_conv,convenient,problematic,priority,priority
6056,pretentious,improper,complete,1,convenient,convenient,problematic,not_recom,not_recom
4974,pretentious,proper,foster,1,convenient,convenient,problematic,recommended,priority
8818,great_pret,proper,complete,more,convenient,inconv,problematic,priority,spec_prior
3134,usual,critical,incomplete,3,convenient,convenient,nonprob,not_recom,not_recom
3850,usual,very_crit,completed,more,convenient,inconv,problematic,priority,spec_prior
12679,great_pret,very_crit,incomplete,3,critical,convenient,problematic,priority,spec_prior
12823,great_pret,very_crit,foster,2,less_conv,convenient,problematic,priority,spec_prior
567,usual,proper,incomplete,3,less_conv,inconv,nonprob,recommended,priority
2412,usual,improper,foster,1,critical,convenient,nonprob,recommended,priority
1741,usual,improper,complete,1,convenient,inconv,slightly_prob,priority,priority
5415,pretentious,less_proper,completed,1,convenient,inconv,problematic,recommended,priority
5930,pretentious,less_proper,foster,2,critical,convenient,problematic,not_recom,not_recom
967,usual,less_proper,complete,2,critical,inconv,slightly_prob,priority,priority
11039,great_pret,improper,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom
9523,great_pret,less_proper,complete,1,less_conv,convenient,nonprob,priority,priority
10802,great_pret,improper,incomplete,1,convenient,convenient,nonprob,not_recom,not_recom
1606,usual,less_proper,foster,2,critical,convenient,slightly_prob,priority,priority
4226,usual,very_crit,foster,3,convenient,inconv,slightly_prob,not_recom,not_recom
2659,usual,critical,complete,2,convenient,inconv,slightly_prob,priority,priority
5285,pretentious,less_proper,complete,2,critical,inconv,nonprob,not_recom,not_recom
7556,pretentious,critical,incomplete,more,critical,inconv,slightly_prob,not_recom,not_recom
1633,usual,less_proper,foster,3,convenient,inconv,slightly_prob,priority,priority
1534,usual,less_proper,foster,1,less_conv,convenient,slightly_prob,priority,priority
1343,usual,less_proper,incomplete,1,critical,inconv,nonprob,not_recom,not_recom
7484,pretentious,critical,incomplete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
9493,great_pret,proper,foster,more,critical,convenient,problematic,priority,spec_prior
8174,pretentious,very_crit,completed,more,less_conv,convenient,nonprob,not_recom,not_recom
10361,great_pret,less_proper,foster,more,critical,inconv,nonprob,not_recom,not_recom
3136,usual,critical,incomplete,3,convenient,convenient,slightly_prob,priority,priority
10793,great_pret,improper,completed,more,critical,inconv,nonprob,not_recom,not_recom
10138,great_pret,less_proper,incomplete,more,critical,convenient,slightly_prob,priority,spec_prior
5724,pretentious,less_proper,incomplete,3,convenient,convenient,nonprob,recommended,very_recom
11540,great_pret,critical,completed,2,critical,convenient,nonprob,not_recom,not_recom
6469,pretentious,improper,completed,more,critical,convenient,problematic,priority,spec_prior
9042,great_pret,proper,completed,more,less_conv,convenient,problematic,recommended,spec_prior
3564,usual,very_crit,complete,3,convenient,convenient,nonprob,recommended,priority
5465,pretentious,less_proper,completed,2,convenient,inconv,nonprob,not_recom,not_recom
10972,great_pret,improper,incomplete,more,convenient,inconv,nonprob,priority,spec_prior
3302,usual,critical,foster,2,convenient,convenient,problematic,not_recom,not_recom
4806,pretentious,proper,incomplete,2,convenient,convenient,nonprob,recommended,very_recom
2238,usual,improper,incomplete,2,less_conv,convenient,problematic,recommended,priority
11576,great_pret,critical,completed,3,less_conv,convenient,nonprob,not_recom,not_recom
8601,pretentious,very_crit,foster,more,convenient,inconv,problematic,recommended,spec_prior
9144,great_pret,proper,incomplete,2,less_conv,convenient,nonprob,recommended,priority
2742,usual,critical,complete,3,critical,convenient,problematic,recommended,spec_prior
1502,usual,less_proper,incomplete,more,critical,convenient,problematic,not_recom,not_recom
8985,great_pret,proper,completed,3,less_conv,convenient,slightly_prob,recommended,priority
483,usual,proper,incomplete,1,critical,inconv,problematic,recommended,priority
2605,usual,critical,complete,1,convenient,inconv,slightly_prob,priority,priority
8583,pretentious,very_crit,foster,3,critical,inconv,problematic,recommended,spec_prior
1292,usual,less_proper,completed,more,critical,inconv,slightly_prob,not_recom,not_recom
537,usual,proper,incomplete,2,critical,inconv,problematic,recommended,priority
9742,great_pret,less_proper,completed,1,less_conv,convenient,slightly_prob,priority,priority
4223,usual,very_crit,foster,3,convenient,inconv,nonprob,not_recom,not_recom
8901,great_pret,proper,completed,1,critical,inconv,nonprob,recommended,priority
11728,great_pret,critical,incomplete,2,convenient,inconv,nonprob,priority,spec_prior
7411,pretentious,critical,incomplete,2,convenient,inconv,slightly_prob,priority,spec_prior
7362,pretentious,critical,incomplete,1,less_conv,convenient,nonprob,recommended,priority
7988,pretentious,very_crit,complete,more,critical,inconv,slightly_prob,not_recom,not_recom
6603,pretentious,improper,incomplete,3,convenient,inconv,problematic,recommended,spec_prior
11079,great_pret,improper,foster,2,convenient,inconv,nonprob,recommended,spec_prior
8235,pretentious,very_crit,incomplete,1,less_conv,inconv,nonprob,recommended,priority
11464,great_pret,critical,completed,1,convenient,inconv,problematic,priority,spec_prior
2758,usual,critical,complete,more,convenient,convenient,slightly_prob,priority,priority
2260,usual,improper,incomplete,2,critical,inconv,nonprob,priority,priority
10795,great_pret,improper,completed,more,critical,inconv,slightly_prob,priority,spec_prior
10875,great_pret,improper,incomplete,2,less_conv,convenient,slightly_prob,recommended,spec_prior
4983,pretentious,proper,foster,1,convenient,inconv,problematic,recommended,priority
11469,great_pret,critical,completed,1,less_conv,convenient,slightly_prob,recommended,priority
7932,pretentious,very_crit,complete,3,critical,inconv,slightly_prob,recommended,spec_prior
1544,usual,less_proper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
1742,usual,improper,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
9207,great_pret,proper,incomplete,3,less_conv,inconv,nonprob,recommended,priority
4367,pretentious,proper,complete,1,critical,inconv,nonprob,not_recom,not_recom
4176,usual,very_crit,foster,2,less_conv,convenient,nonprob,recommended,spec_prior
3378,usual,critical,foster,3,less_conv,inconv,slightly_prob,recommended,priority
2888,usual,critical,completed,2,less_conv,convenient,problematic,not_recom,not_recom
11280,great_pret,critical,complete,1,critical,inconv,slightly_prob,recommended,priority
6129,pretentious,improper,complete,2,less_conv,inconv,nonprob,recommended,priority
2654,usual,critical,complete,2,convenient,convenient,problematic,not_recom,not_recom
10139,great_pret,less_proper,incomplete,more,critical,convenient,slightly_prob,not_recom,not_recom
8415,pretentious,very_crit,incomplete,more,critical,inconv,nonprob,recommended,spec_prior
1022,usual,less_proper,complete,3,critical,inconv,slightly_prob,not_recom,not_recom
9286,great_pret,proper,incomplete,more,critical,inconv,problematic,priority,spec_prior
10039,great_pret,less_proper,incomplete,2,critical,inconv,slightly_prob,priority,spec_prior
870,usual,less_proper,complete,1,convenient,convenient,problematic,recommended,priority
6350,pretentious,improper,completed,2,less_conv,inconv,slightly_prob,not_recom,not_recom
11373,great_pret,critical,complete,3,less_conv,inconv,problematic,recommended,spec_prior
9841,great_pret,less_proper,completed,3,convenient,inconv,slightly_prob,priority,spec_prior
1504,usual,less_proper,incomplete,more,critical,inconv,nonprob,priority,priority
